"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 16, 2018","563","562","564","562","3.84M","0.36%"
"Dec 13, 2018","561","560","562","558","4.75M","0.00%"
"Dec 12, 2018","561","561","563","559","3.70M","0.00%"
"Dec 11, 2018","561","560","561","557","6.75M","0.18%"
"Dec 10, 2018","560","560","564","556","5.17M","-0.18%"
"Dec 09, 2018","561","564","565","557","7.76M","-0.53%"
"Dec 06, 2018","564","555","564","555","10.70M","1.62%"
"Dec 05, 2018","555","554","556","553","5.23M","0.36%"
"Dec 04, 2018","553","545","554","545","10.08M","1.47%"
"Dec 03, 2018","545","545","546","544","1.68M","0.18%"
"Dec 02, 2018","544","544","546","540","4.30M","0.00%"
"Nov 29, 2018","544","548","550","543","6.13M","-0.73%"
"Nov 28, 2018","548","547","549","547","6.21M","0.55%"
"Nov 27, 2018","545","539","547","539","11.19M","1.11%"
"Nov 26, 2018","539","538","541","538","1.51M","0.19%"
"Nov 25, 2018","538","538","540","535","3.86M","-0.19%"
"Nov 21, 2018","539","540","540","537","2.93M","-0.55%"
"Nov 20, 2018","542","542","542","539","690.20K","0.37%"
"Nov 19, 2018","540","542","543","540","922.10K","-0.37%"
"Nov 18, 2018","542","539","544","539","2.65M","0.37%"
"Nov 13, 2018","540","540","540","538","1.04M","0.00%"
"Nov 12, 2018","540","538","540","537","2.40M","0.19%"
"Nov 11, 2018","539","538","539","536","1.50M","0.19%"
"Nov 08, 2018","538","538","539","535","2.71M","-0.19%"
"Nov 07, 2018","539","535","539","534","2.74M","0.75%"
"Nov 05, 2018","535","537","537","532","3.74M","-0.56%"
"Nov 04, 2018","538","538","540","537","1.54M","0.00%"
"Nov 01, 2018","538","532","542","532","9.44M","0.75%"
"Oct 31, 2018","534","531","535","531","2.58M","0.38%"
"Oct 30, 2018","532","528","532","528","2.11M","0.76%"
"Oct 29, 2018","528","530","530","528","996.30K","-0.19%"
"Oct 28, 2018","529","532","532","529","1.79M","-0.75%"
"Oct 25, 2018","533","535","537","532","11.79M","0.38%"
"Oct 24, 2018","531","526","531","526","2.51M","0.95%"
"Oct 23, 2018","526","520","526","520","1.53M","1.15%"
"Oct 22, 2018","520","525","527","520","2.84M","-0.95%"
"Oct 21, 2018","525","526","526","524","1.62M","-0.19%"
"Oct 18, 2018","526","529","529","526","1.27M","-0.38%"
"Oct 17, 2018","528","531","531","527","2.70M","-0.19%"
"Oct 16, 2018","529","530","530","527","5.24M","-0.19%"
"Oct 15, 2018","530","530","535","528","5.13M","0.19%"
"Oct 14, 2018","529","535","535","528","4.25M","-1.12%"
"Oct 11, 2018","535","535","535","532","3.79M","-0.19%"
"Oct 10, 2018","536","537","537","535","1.81M","-0.19%"
"Oct 09, 2018","537","537","538","535","3.39M","0.00%"
"Oct 08, 2018","537","539","540","536","2.23M","-0.19%"
"Oct 07, 2018","538","542","543","538","2.17M","-0.55%"
"Oct 04, 2018","541","542","542","539","1.72M","-0.37%"
"Oct 03, 2018","543","541","543","541","1.14M","0.37%"
"Oct 02, 2018","541","543","544","539","1.61M","-0.18%"
"Oct 01, 2018","542","543","544","540","2.62M","-0.18%"
"Sep 30, 2018","543","543","545","543","1.11M","-0.18%"
"Sep 27, 2018","544","545","546","542","4.56M","-0.18%"
"Sep 26, 2018","545","544","546","543","3.90M","0.00%"
"Sep 25, 2018","545","539","546","538","6.57M","1.49%"
"Sep 24, 2018","537","538","541","536","5.02M","-0.19%"
"Sep 23, 2018","538","551","551","538","11.16M","-2.54%"
"Sep 20, 2018","552","539","552","539","62.36M","2.41%"
"Sep 19, 2018","539","543","544","538","5.64M","-0.92%"
"Sep 18, 2018","544","546","547","542","6.52M","-0.18%"
"Sep 17, 2018","545","545","547","545","7.55M","0.18%"
"Sep 16, 2018","544","543","550","542","11.82M","0.55%"
"Sep 13, 2018","541","538","542","536","5.00M","0.74%"
"Sep 12, 2018","537","539","542","535","5.87M","0.19%"
"Sep 10, 2018","536","535","537","534","2.76M","0.00%"
"Sep 09, 2018","536","535","537","535","2.42M","0.19%"
"Sep 06, 2018","535","537","537","533","3.55M","-0.19%"
"Sep 05, 2018","536","536","540","535","5.58M","0.19%"
"Sep 04, 2018","535","529","535","523","8.28M","1.33%"
"Sep 03, 2018","528","535","535","527","5.67M","-1.12%"
"Sep 02, 2018","534","535","537","532","1.90M","0.00%"
"Aug 30, 2018","534","535","536","534","3.79M","0.00%"
"Aug 29, 2018","534","533","536","533","2.45M","0.38%"
"Aug 28, 2018","532","539","539","532","4.92M","-1.12%"
"Aug 27, 2018","538","540","540","538","1.89M","-0.37%"
"Aug 26, 2018","540","542","544","540","3.42M","0.00%"
"Aug 16, 2018","540","539","541","538","3.63M","0.19%"
"Aug 15, 2018","539","541","542","537","3.10M","-0.19%"
"Aug 14, 2018","540","538","542","538","4.06M","0.19%"
"Aug 13, 2018","539","547","548","538","8.29M","-1.28%"
"Aug 12, 2018","546","545","546","532","14.19M","-1.62%"
"Aug 09, 2018","555","555","556","554","3.01M","-0.18%"
"Aug 08, 2018","556","555","558","555","3.37M","0.00%"
"Aug 07, 2018","556","555","557","553","11.45M","0.36%"
"Aug 06, 2018","554","549","556","549","8.40M","1.09%"
"Aug 05, 2018","548","541","553","541","8.87M","1.48%"
"Aug 02, 2018","540","533","542","533","8.41M","1.50%"
"Aug 01, 2018","532","528","535","527","6.83M","0.38%"
"Jul 31, 2018","530","540","541","527","12.74M","-2.39%"
"Jul 30, 2018","543","553","553","543","13.31M","-1.63%"
"Jul 29, 2018","552","555","555","551","5.37M","-0.54%"
"Jul 26, 2018","555","554","555","553","3.42M","0.36%"
"Jul 25, 2018","553","555","556","553","4.05M","-0.36%"
"Jul 24, 2018","555","558","561","554","10.04M","-0.36%"
"Jul 23, 2018","557","553","559","553","5.59M","0.91%"
"Jul 22, 2018","552","558","558","551","5.43M","-1.08%"
"Jul 19, 2018","558","556","560","556","4.14M","0.00%"
"Jul 18, 2018","558","556","562","551","6.64M","0.18%"
"Jul 17, 2018","557","570","573","555","13.48M","-1.94%"
"Jul 16, 2018","568","555","568","555","11.97M","1.61%"
"Jul 15, 2018","559","568","570","550","10.79M","-1.41%"
"Jul 12, 2018","567","573","590","547","25.57M","-0.18%"
"Jul 11, 2018","568","551","571","551","19.30M","3.09%"
"Jul 10, 2018","551","542","552","542","13.19M","1.47%"
"Jul 09, 2018","543","544","544","535","13.39M","-0.18%"
"Jul 08, 2018","544","535","544","535","10.53M","2.26%"
"Jul 05, 2018","532","532","539","529","11.53M","0.57%"
"Jul 04, 2018","529","509","533","509","21.82M","4.34%"
"Jul 03, 2018","507","495","509","495","11.56M","2.42%"
"Jul 02, 2018","495","490","495","485","3.75M","1.02%"
"Jul 01, 2018","490","491","492","489","2.52M","0.00%"
"Jun 28, 2018","490","493","495","490","7.38M","-1.01%"
"Jun 27, 2018","495","495","499","491","6.74M","0.20%"
"Jun 26, 2018","494","485","494","485","8.99M","1.86%"
"Jun 25, 2018","485","478","487","478","8.32M","1.68%"
"Jun 24, 2018","477","475","479","475","2.94M","0.21%"
"Jun 21, 2018","476","476","477","474","3.97M","0.00%"
"Jun 20, 2018","476","474","476","473","2.13M","0.21%"
"Jun 19, 2018","475","475","477","474","2.50M","-0.21%"
"Jun 14, 2018","476","473","477","473","2.91M","0.63%"
"Jun 13, 2018","473","470","474","470","3.82M","0.64%"
"Jun 12, 2018","470","465","470","465","3.36M","1.08%"
"Jun 11, 2018","465","470","471","465","3.09M","-0.85%"
"Jun 10, 2018","469","471","473","469","1.84M","-0.42%"
"Jun 07, 2018","471","470","474","470","3.57M","-0.21%"
"Jun 06, 2018","472","470","473","469","2.43M","0.85%"
"Jun 05, 2018","468","470","472","467","3.31M","-0.43%"
"Jun 04, 2018","470","471","474","470","1.87M","-0.21%"
"Jun 03, 2018","471","469","472","469","1.83M","1.29%"
"May 31, 2018","465","464","475","464","7.40M","0.22%"
"May 30, 2018","464","465","465","464","1.88M","-0.22%"
"May 29, 2018","465","458","466","458","2.41M","1.31%"
"May 28, 2018","459","458","460","456","2.27M","0.22%"
"May 27, 2018","458","456","460","455","2.70M","0.66%"
"May 24, 2018","455","465","465","454","8.83M","-2.15%"
"May 23, 2018","465","469","469","465","2.53M","-0.85%"
"May 22, 2018","469","470","470","468","1.40M","-0.21%"
"May 21, 2018","470","470","470","467","2.67M","0.00%"
"May 20, 2018","470","472","472","469","605.20K","-0.21%"
"May 17, 2018","471","472","473","470","1.66M","-0.42%"
"May 16, 2018","473","475","476","472","1.40M","-0.42%"
"May 15, 2018","475","475","475","473","1.34M","0.00%"
"May 14, 2018","475","476","478","475","1.57M","-0.63%"
"May 13, 2018","478","478","480","476","958.00K","-0.21%"
"May 10, 2018","479","478","481","477","1.41M","-0.21%"
"May 09, 2018","480","480","480","475","4.06M","-0.21%"
"May 08, 2018","481","481","483","479","3.21M","0.00%"
"May 07, 2018","481","480","481","480","3.56M","0.42%"
"May 06, 2018","479","475","479","475","4.40M","0.84%"
"May 03, 2018","475","475","476","474","2.92M","0.21%"
"May 02, 2018","474","475","477","474","3.40M","0.42%"
"May 01, 2018","472","468","474","468","3.74M","0.85%"
"Apr 30, 2018","468","466","471","465","5.48M","0.43%"
"Apr 29, 2018","466","466","468","465","3.25M","0.00%"
"Apr 26, 2018","466","467","468","465","1.80M","-0.21%"
"Apr 25, 2018","467","466","468","465","2.65M","0.21%"
"Apr 24, 2018","466","467","468","465","2.82M","-0.64%"
"Apr 23, 2018","469","469","470","466","3.43M","0.00%"
"Apr 22, 2018","469","469","470","468","1.47M","-0.21%"
"Apr 19, 2018","470","470","471","469","1.95M","-0.21%"
"Apr 18, 2018","471","471","471","469","2.21M","0.00%"
"Apr 17, 2018","471","471","472","469","3.25M","0.21%"
